dico,concelho,24/03/2020,25/03/2020,26/03/2020,27/03/2020,28/03/2020,29/03/2020,30/03/2020,31/03/2020,01/04/2020,02/04/2020,03/04/2020,04/04/2020,05/04/2020,06/04/2020,07/04/2020,08/04/2020,09/04/2020,10/04/2020,11/04/2020,12/04/2020,13/04/2020,14/04/2020,15/04/2020,16/04/2020,17/04/2020,18/04/2020,19/04/2020,20/04/2020,21/04/2020,22/04/2020,23/04/2020,24/04/2020,25/04/2020,mais_recente,26/04/2020,27/04/2020,28/04/2020,29/04/2020,30/04/2020,01/05/2020,02/05/2020,03/05/2020,04/05/2020,05/05/2020,06/05/2020,07/05/2020,08/05/2020,09/05/2020,10/05/2020,11/05/2020,12/05/2020,13/05/2020,14/05/2020,15/05/2020,16/05/2020,17/05/2020,18/05/2020,19/05/2020,20/05/2020,21/05/2020,22/05/2020,23/05/2020,24/05/2020,25/05/2020,26/05/2020,27/05/2020,28/05/2020,29/05/2020,30/05/2020,31/05/2020,01/06/2020,02/06/2020,03/06/2020,04/06/2020,05/06/2020,06/06/2020,07/06/2020,08/06/2020,09/06/2020,10/06/2020,11/06/2020,12/06/2020,13/06/2020,14/06/2020,15/06/2020,16/06/2020,17/06/2020,18/06/2020,19/06/2020,20/06/2020,21/06/2020,22/06/2020,23/06/2020,24/06/2020,25/06/2020,26/06/2020,27/06/2020,28/06/2020,29/06/2020,30/06/2020
"1101","ALENQUER",,,,,,,"4","4","5","7","8","9","9","9","10","10","11","14","15","15","15","15","16","16","16","16","15","15","16","16","16","16","16","95","17","17","18","18","18","19","22","22","22","23","27","33","33","38","39","39","42","43","43","47","48","49","50","58","63","65","67","68","68","69","76","78","79","83","87","93","93","93","95",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1102","ARRUDA DOS VINHOS",,,,,,,,,,,,,,,,,,,,,,,,,,"4","4","4","5","5","5","5","5","14","5","5","5","5","5","5","5","5","5","6","6","6","6","6","6","6","7","7","8","10","10","11","11","12","12","12","12","12","12","12","12","12","12","12","13","14","14","14","14",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1103","AZAMBUJA",,,,,,,"3",,,,,,,,,,,,,,,"3","4","4","4","5","5","5","7","7","7","7","7","83","7","7","7","7","10","11","13","20","21","23","29","38","38","42","47","48","49","50","53","54","56","56","56","56","56","56","58","58","60","62","66","71","72","73","76","78","82","82","83",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1104","CADAVAL",,,,,,,,,,,,,,"3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","5","5","5","5","5","12","5","5","5","5","5","5","5","5","5","5","6","6","6","6","6","7","7","7","8","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","10","10","12",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1105","CASCAIS","39","43","44","44","81","110","119","133","134","149","174","187","190","197","203","218","226","238","251","261","264","269","273","275","280","286","285","286","289","289","298","298","302","593","320","320","320","320","332","338","338","341","343","350","389","415","432","433","439","442","446","453","459","465","467","475","476","479","483","494","498","500","515","520","524","534","542","546","551","562","575","579","593",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1106","LISBOA","175","187","284","284","366","594","633","505","546","594","634","654","681","699","754","773","797","851","867","890","905","946","962","996","1020","1033","1038","1060","1145","1169","1266","1271","1346","2486","1406","1413","1413","1413","1465","1496","1567","1567","1567","1579","1627","1668","1700","1724","1735","1737","1791","1811","1835","1871","1919","1938","1962","2018","2046","2076","2107","2146","2177","2182","2206","2254","2290","2324","2365","2400","2409","2447","2486",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1107","LOURES","24","28","28","28","57","64","72","84","101","109","117","126","131","130","134","138","158","179","191","196","201","212","221","231","240","251","257","260","292","292","301","303","304","1114","315","315","315","315","386","393","400","408","410","420","453","464","464","497","505","507","536","559","576","591","604","612","642","656","678","715","771","802","819","828","863","894","934","982","1009","1043","1066","1089","1114",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1108","LOURINHÃ",,,,,,,,,,,,,,,"4","5","5","5","5","5","4","4","4","4","4","5","5","5","4","4","5","5","5","11","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","6","6","6","6",,"6","7","7","7","7","7","9","9","9","9","9","11",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1109","MAFRA","7","8","8","8","24","27","31","34","35","37","37","39","42","42","45","46","49","53","52","53","55","57","59","59","64","65","65","65","61","61","63","63","63","133","67","67","67","67","70","71","71","71","72","72","79","85","87","89","91","91","91","95","95","97","97","97","99","101","104","106","106","108","108","111","112","115","116","121","123","126","131","131","133",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1110","OEIRAS","16","17","17","17","47","74","79","70","78","93","100","116","120","125","142","146","152","161","163","167","168","180","180","182","186","191","196","197","218","218","218","218","218","456","218","218","218","218","215","215","223","224","230","232","254","259","259","272","274","277","288","292","297","305","312","313","313","328","339","343","346","352","358","363","374","390","400","412","416","432","443","446","456",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1111","SINTRA","39","43","8","8","116","148","159","167","192","224","242","254","269","278","299","310","334","358","374","394","397","404","421","437","463","480","493","502","506","507","514","515","523","1400","552","562","568","568","586","595","604","608","618","627","669","697","697","745","762","769","790","790","790","842","859","880","899","899","899","957","1006","1006","1006","1078","1107","1140","1173","1173","1173","1173","1173","1355","1400",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1112","SOBRAL DE MONTE AGRAÇO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,"4","4","4","5","5","5","6","7","10","10",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1113","TORRES VEDRAS",,,,,"13","11","13","13","13","15","16","19","21","22","26","28","28","29","29","29","26","28","32","32","32","32","30","30","28","28","28","28","31","52","31","31","31","31","29","29","29","29","26","26","31","31","31","31","31","31","31","31","31","31","33","34","36","37","37","37","37","39","39","39","41","42","44","46","46","47","50","50","52",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1114","VILA FRANCA DE XIRA","5","6","6","6","16","22","24","22","26","30","34","35","36","36","42","44","48","55","60","61","62","67","71","72","75","91","99","99","139","139","147","147","150","441","155","155","160","160","174","179","186","195","197","216","229","235","235","249","257","258","264","267","286","292","294","298","302","310","318","327","331","343","349","351","355","377","387","392","398","410","413","427","441",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1115","AMADORA","21","24","31","31","41","53","63","62","68","79","82","91","99","107","108","113","129","147","153","155","159","165","175","205","220","220","225","227","241","241","251","253","261","915","272","272","273","273","295","301","315","336","348","368","383","402","422","428","431","448","458","484","496","507","524","535","552","568","585","600","617","640","656","663","689","728","753","782","821","840","861","890","915",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1116","ODIVELAS","14","18","18","18","46","63","64","66","72","83","86","93","95","95","99","100","112","124","131","136","141","142","146","152","154","158","163","163","174","174","187","193","195","602","208","208","208","208","221","232","233","243","244","248","259","263","263","271","274","277","301","311","318","323","329","341","352","372","383","404","428","436","445","453","463","477","506","522","534","556","565","581","602",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1201","ALTER DO CHÃO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1202","ARRONCHES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1203","AVIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1204","CAMPO MAIOR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1205","CASTELO DE VIDE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1206","CRATO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1207","ELVAS",,,,,,,,,,,,,,,,,,"3","4","4","4","4","4","4","4","4","4","7","6","6","8","8","7","10","7","8","8","8","5","5","5","5","5","5","5","5","8","8","8","8","8","8","8","8","8","8","8","8","9","9","9","9","9","9","9","9","9","9","9","10","10","10","10",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1208","FRONTEIRA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1209","GAVIÃO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1210","MARVÃO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1211","MONFORTE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1212","NISA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1213","PONTE DE SOR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","3","3","3","3","3","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1214","PORTALEGRE",,,,,,,,,,,,,,,,,,"3",,,,"3","3","3","3","4","6","6","6","6","6","6","6","6","6","6","6","6","5","5","5","5","4","4","4","4","5","5","5","5","5","5","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1215","SOUSEL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1301","AMARANTE",,,,"3","4","5","6","8","9","11","12","15","21","21","27","27","30","32","35","38","39","41","47","50","50","55","60","60","64","64","74","74","79","98","81","81","81","81","82","82","86","86","84","86","86","89","90","90","91","92","92","93","93","93","93","93","93","93","93","93","93","94","95","95","95","95","97","97","97","97","97","98","98",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302","BAIÃO",,,,,,"4","4",,"4","4","5","5","7","7","7","7","7","6","6","6","6","6","7","8","8","8","8","8","7","7","9","9","10","31","13","13","13","13","14","14","14","14","14","14","15","16","16","17","17","17","22","22","22","23","23","23","23","23","23","25","26","26","26","29","31","31","31","31","31","31","31","31","31",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303","FELGUEIRAS","17","17","24","26","26","37","42","45","50","56","66","72","91","94","108","111","118","126","145","159","163","168","186","198","201","219","234","235","252","252","275","275","286","407","308","308","308","308","338","341","346","346","351","356","357","363","370","374","376","383","385","385","388","393","393","394","394","394","395","396","397","399","402","403","403","403","405","405","405","405","406","407","407",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1304","GONDOMAR","56","62","114","149","153","242","276","298","337","373","424","447","478","489","528","556","587","629","646","681","701","718","738","777","797","820","834","837","853","854","894","894","897","1086","966","966","966","966","1000","1010","1012","1012","1009","1009","1009","1017","1046","1048","1048","1048","1050","1050","1051","1052","1053","1053","1053","1058","1065","1065","1065","1073","1077","1077","1079","1079","1083","1083","1083","1083","1083","1083","1086",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1305","LOUSADA","29","27","33","38","38","42","44","52","52","55","60","64","81","87","92","93","98","98","107","115","124","124","128","139","139","139","144","144","148","148","162","162","167","342","174","174","174","174","206","210","214","215","225","225","225","231","238","250","260","267","271","279","283","291","297","297","300","300","309","315","315","315","315","331","331","332","336","336","336","337","337","341","342",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1306","MAIA","104","119","157","171","219","296","313","293","328","361","390","404","422","444","465","485","512","543","565","588","600","645","672","686","714","744","744","744","742","742","763","763","770","946","826","826","826","826","863","870","871","871","871","871","871","874","906","908","908","909","909","909","909","909","909","909","912","913","916","926","926","933","939","940","940","944","944","944","944","944","944","944","946",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1307","MARCO DE CANAVESES","3","4","6","6","9","15","18","17","20","21","24","26","27","28","30","30","39","42","43","45","45","45","47","51","52","52","55","56","56","56","59","59","58","92","63","63","63","63","65","65","68","68","71","73","74","76","79","79","79","79","84","84","85","85","85","86","86","86","86","86","86","86","86","88","88","90","90","90","90","90","90","92","92",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1308","MATOSINHOS","54","56","81","107","189","254","295","273","303","347","368","386","395","400","416","425","444","619","643","682","715","768","798","824","845","860","875","876","884","885","929","934","945","1285","1017","1017","1017","1017","1127","1142","1149","1149","1149","1149","1153","1163","1192","1197","1204","1207","1216","1217","1220","1229","1233","1233","1236","1242","1245","1250","1257","1264","1269","1269","1272","1275","1277","1277","1277","1280","1280","1281","1285",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1309","PAÇOS DE FERREIRA","5","10","19","22","22","31","35","40","47","48","64","69","84","92","112","113","130","136","146","158","163","167","178","177","183","194","203","204","205","205","219","220","222","312","233","238","238","238","261","265","267","267","267","272","278","281","285","285","287","289","290","290","291","293","293","293","296","298","298","299","301","305","306","306","307","308","308","308","309","309","310","312","312",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1310","PAREDES","7","8","16","18","21","34","35","42","44","46","56","66","91","96","110","113","126","132","141","150","165","166","174","184","186","192","203","220","235","236","250","251","251","339","258","274","274","274","294","294","298","298","305","305","305","309","317","320","320","320","320","322","323","325","325","325","326","326","330","330","331","333","334","334","334","334","334","335","336","337","337","337","339",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1311","PENAFIEL","6","7","11","11","13","21","22","31","32","37","39","42","49","53","56","56","72","78","84","91","98","100","104","110","110","112","119","120","126","125","134","134","135","174","142","143","143","143","140","142","142","142","145","145","145","147","152","153","153","155","156","157","157","157","157","158","158","158","160","165",,"166","166","168","168","170","170","170","170","171","171","174","174",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1312","PORTO","126","137","259","317","343","417","941","462","505","556","606","643","660","689","730","750","776","840","852","885","921","959","980","988","1017","1040","1059","1068","1071","1102","1099","1103","1120","1361","1211","1211","1211","1211","1219","1236","1247","1247","1258","1266","1266","1269","1295","1300","1300","1303","1304","1306","1311","1312","1314","1317","1318","1326","1334","1336","1337","1347","1347","1347","1347","1349","1351","1351","1354","1357","1357","1358","1361",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1313","PÓVOA DE VARZIM",,,"13","15","15","16","24","15","21","23","27","30","30","30","33","34","33","47","56","60","62","69","71","77","79","80","87","88","90","90","95","95","95","158","116","116","116","116","124","131","132","135","136","136","139","139","141","141","143","143","144","145","145","145","145","145","145","149","150","152","152","155","156","156","157","157","157","157","158","158","158","158","158",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1314","SANTO TIRSO","7","8","13","20","24","42","44","43","48","54","58","64","73","82","93","94","107","114","128","139","149","160","173","199","215","232","246","249","257","257","280","282","284","395","305","305","308","308","344","349","350","352","356","356","357","363","369","370","372","372","373","374","374","377","378","380","381","388","388","388","388","389","391","391","391","391","391","391","393","393","393","394","395",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1315","VALONGO","65","71","100","108","139","184","202","210","233","275","308","320","344","364","387","397","429","455","464","479","491","507","529","552","562","580","585","592","598","597","655","655","660","760","700","700","700","700","724","729","729","729","729","729","729","729","734","737","737","737","737","737","737","738","739","740","740","746","751","753","753","754","755","755","757","757","757","757","757","757","757","757","760",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1316","VILA DO CONDE","8","8","12","15","22","32","39","34","39","39","40","47","47","47","49","50","55","68","77","86","130","137","174","182","186","191","197","197","202","202","212","212","212","295","234","235","235","235","245","251","251","258","260","260","266","268","274","276","279","279","281","281","283","284","285","286","286","287","288","290","290","290","291","291","292","292","294","294","294","294","294","294","295",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1317","VILA NOVA DE GAIA","68","83","163","262","262","351","344","338","387","418","449","468","499","518","551","576","631","710","758","796","842","884","923","956","972","1005","1035","1060","1066","1066","1161","1163","1180","1580","1263","1263","1263","1263","1374","1404","1413","1413","1418","1425","1425","1432","1445","1448","1453","1455","1458","1461","1463","1463","1475","1479","1485","1510","1521","1529","1535","1551","1552","1552","1552","1553","1553","1558","1558","1568","1567","1578","1580",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1318","TROFA",,,"8","8","14","29","30","31","35","42","45","43","48","56","57","59","66","72","75","79","84","86","91","97","101","105","105","108","109","109","114","115","115","146","129","129","129","129","137","139","139","139","139","139","139","139","141","142","142","142","142","143","143","143","144","144","144","145","145","145","145","146","146","146","146","146","146","146","146","146","146","146","146",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1401","ABRANTES",,,,,,,"7",,,,,,,,,"3","3","4","4","4","4","4","4","5","7","7","7","7","7","7","7","7","7","20","8","8","8","8","8","8","8","8","7","7","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","9",,"9","10","10","14","16","17","17","17","17","17","19","20",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1402","ALCANENA",,,,,,,"3",,,,,,,,,"3","3","3","3","3","3","3","4","6","6","6","6","6","5","5","5","5","5","9","7","7","7","7","7","7","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","9","9","9",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1403","ALMEIRIM",,"3","3","3","7","7","9","8","8","8","8","8","8","8","8","8","9","9","10","10","10","11","13","13","13","14","13","13","13","13","13","13","13","21","14","14","14","14","14","14","14","14","13","13","15","15","15","15","15","15","15","15","16","16","16","16","16","16","16","17","17","18","18","18","18","20","20","20","20","20","20","21","21",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1404","ALPIARÇA",,,,,"3","3","3","3","3","3","3","3","3","4","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","9","9","9","12","9","9","9","9","8","8","8","8","7","7","7","7","7","7","7","7","7","7","7","8","8","8","8","9","9","10","11","11","11","11","11","12","12","12","12","12","12","12","12",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1405","BENAVENTE",,,,,"6","13","12","7","10","12","13","22","23","23","24","25","25","26","26","27","27","29","29","27","27","27","28","28","27","27","27","27","27","40","29","29","29","29","28","28","28","28","28","28","28","28","28","28","28","28","28","29","30","30","30","32","32","32","32","33","33","34","35","35","35","35","35","38","39","39","40","40","40",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1406","CARTAXO","4","4","4","4","13","11","13","9",,"9","9","10","12","14","15","16","18","18","18","18","18","19","20","20","20","21","22","22","21","21","22","22","22","64","23","23","23","23","27","30","32","32","33","37","39","44","44","45","45","46","46","46","46","46","48","50","50","51","52","52","53","54","56","56","56","57","59","61","61","61","62","63","64",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1407","CHAMUSCA",,,,,,,,,,,,,,,,,,,,,,"3","3","4","4","5","6","6","7","7","8","8","8","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1408","CONSTÂNCIA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1409","CORUCHE","4","4","4","4","4","4","5","7","7","7","7","9","9","10","10","11","16","16","16","16","16","18","21","22","22","23","24","24","29","29","33","33","33","49","36","36","36","36","36","36","36","36","34","34","34","37","37","37","37","37","38","38","38","38","38","39","39","39","39","40","40","41","41","41","45","47","47","49","49","49","49","49","49",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1410","ENTRONCAMENTO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9","3","3","4","4","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","8","8","8","8","8","8","9","9",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1411","FERREIRA DO ZÊZERE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1412","GOLEGÃ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1413","MAÇÃO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1414","RIO MAIOR",,,,,,,"4","4","4","4","4","9","9","8","8","8","8","8","8","8","9","11","11","12","12","12","12","12","14","14","14","14","14","22","13","13","13","13","15","15","15","15","15","15","17","16","16","16","16","16","16","17","18","18","18","18","18","19","19","19","19","19","19","19","19","19","19","19","20","20","20","22","22",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1415","SALVATERRA DE MAGOS",,,,,,,,,,"3","3","4","4","4","5","5","5","5","5","5","5","5","5","5","5","7","7","7","6","6","6","6","6","13","8","8","8","8","8","8","8","8","6","6","6","7","8","8","8","8","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","11","11","11","12","12","12","13","13",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1416","SANTARÉM","9","9","9","9","20","22","26","27","28","29","29","38","38","38","42","42","46","46","45","47","47","50","53","53","54","59","60","60","62","62","65","65","67","125","73","73","73","73","74","74","74","74","74","76","80","82","83","83","83","83","84","84","86","86","88","91","93","95","98","102","102","104","105","106","109","111","113","115","118","123","123","124","125",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1417","SARDOAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1418","TOMAR",,,,,"6","3","9","3","3","4","4","4","5","5","6","7","8","8","9","9","9","9","10","10","10","10","10","10","9","9","10","10","10","13","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","13",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1419","TORRES NOVAS",,,,,"3",,"4",,,,"3","4","4","4","7","7","7","9","9","9","9","9","10","10","10","11","10","10","11","11","11","11","11","20","11","11","11","11","11","12","12","12","11","12","12","12","12","13","13","13","13","14","14","14","14","14","14","14","14","14","14","14","16","16","16","18","18","19","19","19","20","20","20",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1420","VILA NOVA DA BARQUINHA",,,,,,,,,,,,,,,,,,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3",,"3","3","3","3","3","3","3","3","3","3","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1421","OURÉM",,"3","3","3","4","5","5","5","9","9","10","14","15","15","19","19","21","25","25","26","26","26","26","26","27","28","29","29","29","28","29","29","30","36","29","29","29","29","28","28","28","28","28","28","28","28","28","28","28","28","28","28","28","25","28","28","28","28","28","28","28","28","28","28","28","28","28","28","33","33","33","35","36",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1501","ALCÁCER DO SAL",,,,,,,,,,,,,,,,,,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","7","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","6","6","6","6","6","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1502","ALCOCHETE","3","3","3","3","3","3","3","4","5","5","5","7","7","8","7","7","7","9","9","9","9","10","10","11","12","13","13","13","13","13","14","14","14","23","14","14","14","14","14","14","14","16","16","16","16","16","16","16","16","16","18","20","20","20","20","21","21","22","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1503","ALMADA","31","35","35","35","53","64","68","71","79","86","91","111","121","125","130","134","138","140","142","144","148","148","145","149","152","155","161","164","160","160","166","167","210","408","231","231","231","231","229","239","244","244","245","247","257","256","258","268","270","273","278","282","286","288","293","298","305","313","320","326","330","334","343","352","352","361","365","375","384","392","396","402","408",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1504","BARREIRO","5","6","6","6","18","17","23","37","38","49","53","54","54","54","56","57","56","74","74","74","75","76","76","80","81","81","80","81","84","84","86","86","87","233","89","89","89","89","92","93","97","97","102","109","116","126","132","137","138","141","144","147","151","153","157","166","172","180","188","188","188","188","198","203","207","217","221","224","227","230","230","231","233",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1505","GRÂNDOLA",,,"6","6","6","3","6","3","3","3","3","3","3","3","3","3","3","4","4","4","6","7","7","7","7","7","7","7","7","7","7","7","7","11","7","7","7","7","7","8","8","9","9","9","10","10","10","10","10","10","10","10","10","10","10","10","10","10","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1506","MOITA","4","5","5","5","10","12","12","22","29","29","29","30","31","32","35","38","40","51","51","51","52","53","54","56","58","60","60","61","61","61","61","61","62","166","61","61","61","61","68","69","69","69","68","72","80","89","89","93","94","97","101","103","103","103","107","111","115","116","120","126","129","131","131","141","142","146","147","149","150","158","160","162","166",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1507","MONTIJO","5","4","4","4","9","11","11","14","19","21","22","22","23","24","26","26","27","37","38","40","40","40","39","40","40","40","41","41","39","39","40","40","40","121","44","44","44","44","46","47","48","48","57","59","59","71","71","79","81","87","91","94","96","101","104","107","110","111","112","115","116","116","116","116","116","116","118","118","119","119","120","120","121",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1508","PALMELA",,,,,"5","7","9","11","11","11","11","11","11","11","11","11","14","14","14","14","15","15","16","18","19","19","19","19","19","19","18","18","18","37","16","16","16","16","18","18","18","18","18","18","19","19","20","20","20","20","20","20","20","21","21","23","24","24","24","24","24","24","27","27","27","27","35","35","35","36","37","37","37",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1509","SANTIAGO DO CACÉM",,,,,,,"6","6","6","6","6","6","6","7","7","8","8","8","11","11","11","11","11","12","13","13","13","13","13","13","13","13","14","18","14","14","14","14","14","15","15","15","15","15","15","15","15","15","15","15","16","16","16","16","16","16","17","17","17","17","17","17","17","17","17","17","17","17","18","18","18","18","18",,,,,,,,,,,,,,,,,,,,,,,,,,,
