country,sub_region_1,sub_region_2,date,retail,grocery and pharmacy,parks,transit stations,workplaces,residential
Portugal,Évora District,Total,2020-03-30,-67.0,-42.0,-72.0,-76.0,-57.0,28.0
Portugal,Évora District,Total,2020-03-31,-67.0,-33.0,-72.0,-77.0,-58.0,28.0
Portugal,Évora District,Total,2020-04-01,-70.0,-39.0,-75.0,-77.0,-59.0,28.0
Portugal,Évora District,Total,2020-04-02,-67.0,-37.0,-70.0,-80.0,-59.0,28.0
Portugal,Évora District,Total,2020-04-03,-69.0,-34.0,-71.0,-79.0,-57.0,28.0
Portugal,Évora District,Total,2020-04-04,-78.0,-44.0,-80.0,,-50.0,
Portugal,Évora District,Total,2020-04-05,-84.0,-58.0,-81.0,,-51.0,
Portugal,Évora District,Total,2020-04-06,-65.0,-35.0,-70.0,-78.0,-59.0,28.0
Portugal,Évora District,Total,2020-04-07,-64.0,-30.0,-68.0,-72.0,-59.0,27.0
Portugal,Évora District,Total,2020-04-08,-63.0,-23.0,-67.0,-77.0,-58.0,25.0
Portugal,Évora District,Total,2020-04-09,-67.0,-31.0,-74.0,-85.0,-64.0,31.0
Portugal,Évora District,Total,2020-04-10,-79.0,-47.0,-82.0,,-79.0,
Portugal,Évora District,Total,2020-04-11,-80.0,-46.0,-80.0,,-52.0,
Portugal,Évora District,Total,2020-04-12,-86.0,-81.0,-79.0,,-53.0,
Portugal,Évora District,Total,2020-04-13,-73.0,-44.0,-76.0,-83.0,-73.0,33.0
Portugal,Évora District,Total,2020-04-14,-64.0,-32.0,-68.0,-67.0,-58.0,27.0
Portugal,Évora District,Total,2020-04-15,-64.0,-34.0,-70.0,-79.0,-56.0,27.0
Portugal,Évora District,Total,2020-04-16,-66.0,-33.0,-70.0,-74.0,-56.0,29.0
Portugal,Évora District,Total,2020-04-17,-65.0,-28.0,-69.0,-77.0,-55.0,28.0
Portugal,Évora District,Total,2020-04-18,-74.0,-39.0,-72.0,-81.0,-41.0,
Portugal,Évora District,Total,2020-04-19,-79.0,-50.0,-72.0,,-41.0,
Portugal,Évora District,Total,2020-04-20,-66.0,-41.0,-71.0,-77.0,-55.0,27.0
Portugal,Évora District,Total,2020-04-21,-64.0,-33.0,-67.0,-72.0,-54.0,26.0
Portugal,Évora District,Total,2020-04-22,-65.0,-33.0,-66.0,-74.0,-54.0,25.0
Portugal,Évora District,Total,2020-04-23,-64.0,-34.0,-66.0,-71.0,-55.0,26.0
Portugal,Évora District,Total,2020-04-24,-65.0,-29.0,-65.0,-75.0,-53.0,26.0
Portugal,Évora District,Total,2020-04-25,-75.0,-37.0,-73.0,-76.0,-47.0,
Portugal,Évora District,Total,2020-04-26,-76.0,-43.0,-70.0,-86.0,-38.0,
Portugal,Évora District,Total,2020-04-27,-61.0,-34.0,-65.0,-76.0,-53.0,25.0
Portugal,Évora District,Total,2020-04-28,-59.0,-27.0,-61.0,-70.0,-52.0,22.0
Portugal,Évora District,Total,2020-04-29,-60.0,-27.0,-67.0,-72.0,-51.0,24.0
Portugal,Évora District,Total,2020-04-30,-56.0,-11.0,-59.0,-66.0,-52.0,22.0
Portugal,Évora District,Total,2020-05-01,-77.0,-45.0,-77.0,-87.0,-78.0,
Portugal,Évora District,Total,2020-05-02,-72.0,-32.0,-68.0,-71.0,-36.0,
Portugal,Évora District,Total,2020-05-03,-72.0,-39.0,-62.0,-70.0,-26.0,
Portugal,Évora District,Total,2020-05-04,-54.0,-23.0,-55.0,-62.0,-47.0,21.0
Portugal,Évora District,Total,2020-05-05,-55.0,-23.0,-53.0,-55.0,-46.0,20.0
Portugal,Évora District,Total,2020-05-06,-53.0,-19.0,-53.0,-64.0,-46.0,20.0
Portugal,Évora District,Total,2020-05-07,-54.0,-20.0,-52.0,-60.0,-45.0,21.0
