country,sub_region_1,sub_region_2,date,retail,grocery and pharmacy,parks,transit stations,workplaces,residential
Portugal,Braga,Total,2020-04-06,-68.0,-30.0,-69.0,-71.0,-60.0,34.0
Portugal,Braga,Total,2020-04-07,-66.0,-24.0,-63.0,-65.0,-60.0,33.0
Portugal,Braga,Total,2020-04-08,-66.0,-20.0,-58.0,-65.0,-60.0,32.0
Portugal,Braga,Total,2020-04-09,-68.0,-21.0,-71.0,-71.0,-64.0,35.0
Portugal,Braga,Total,2020-04-10,-77.0,-32.0,-77.0,-79.0,-80.0,48.0
Portugal,Braga,Total,2020-04-11,-76.0,-35.0,-76.0,-70.0,-57.0,29.0
Portugal,Braga,Total,2020-04-12,-85.0,-84.0,-83.0,-73.0,-52.0,24.0
Portugal,Braga,Total,2020-04-13,-78.0,-46.0,-70.0,-79.0,-82.0,43.0
Portugal,Braga,Total,2020-04-14,-65.0,-25.0,-58.0,-66.0,-59.0,32.0
Portugal,Braga,Total,2020-04-15,-68.0,-29.0,-68.0,-69.0,-59.0,33.0
Portugal,Braga,Total,2020-04-16,-67.0,-28.0,-67.0,-68.0,-59.0,34.0
Portugal,Braga,Total,2020-04-17,-67.0,-24.0,-65.0,-68.0,-58.0,37.0
Portugal,Braga,Total,2020-04-18,-72.0,-35.0,-68.0,-63.0,-47.0,25.0
Portugal,Braga,Total,2020-04-19,-77.0,-53.0,-71.0,-68.0,-42.0,21.0
Portugal,Braga,Total,2020-04-20,-67.0,-37.0,-68.0,-73.0,-56.0,32.0
Portugal,Braga,Total,2020-04-21,-64.0,-30.0,-58.0,-67.0,-55.0,31.0
Portugal,Braga,Total,2020-04-22,-67.0,-34.0,-57.0,-68.0,-55.0,31.0
Portugal,Braga,Total,2020-04-23,-63.0,-32.0,-45.0,-66.0,-56.0,30.0
Portugal,Braga,Total,2020-04-24,-65.0,-27.0,-59.0,-66.0,-55.0,34.0
Portugal,Braga,Total,2020-04-25,-73.0,-36.0,-73.0,-67.0,-51.0,25.0
Portugal,Braga,Total,2020-04-26,-76.0,-49.0,-72.0,-66.0,-41.0,21.0
Portugal,Braga,Total,2020-04-27,-64.0,-34.0,-59.0,-69.0,-54.0,30.0
Portugal,Braga,Total,2020-04-28,-62.0,-27.0,-56.0,-64.0,-53.0,28.0
Portugal,Braga,Total,2020-04-29,-64.0,-28.0,-62.0,-67.0,-53.0,31.0
Portugal,Braga,Total,2020-04-30,-58.0,-16.0,-55.0,-63.0,-53.0,28.0
Portugal,Braga,Total,2020-05-01,-77.0,-38.0,-78.0,-80.0,-82.0,48.0
Portugal,Braga,Total,2020-05-02,-70.0,-28.0,-60.0,-61.0,-44.0,24.0
Portugal,Braga,Total,2020-05-03,-70.0,-45.0,-49.0,-54.0,-28.0,17.0
Portugal,Braga,Total,2020-05-04,-57.0,-24.0,-49.0,-60.0,-47.0,26.0
Portugal,Braga,Total,2020-05-05,-55.0,-21.0,-36.0,-54.0,-46.0,26.0
Portugal,Braga,Total,2020-05-06,-55.0,-19.0,-25.0,-54.0,-45.0,25.0
Portugal,Braga,Total,2020-05-07,-52.0,-17.0,-12.0,-51.0,-45.0,25.0
Portugal,Bragança District,Total,2020-02-15,13.0,12.0,,,2.0,
Portugal,Bragança District,Total,2020-02-16,13.0,6.0,21.0,,3.0,
Portugal,Bragança District,Total,2020-02-17,5.0,9.0,,,1.0,-1.0
Portugal,Bragança District,Total,2020-02-18,5.0,5.0,,,2.0,-2.0
Portugal,Bragança District,Total,2020-02-19,6.0,1.0,,,1.0,-1.0
Portugal,Bragança District,Total,2020-02-20,4.0,5.0,,,1.0,-1.0
Portugal,Bragança District,Total,2020-02-21,5.0,7.0,47.0,,-1.0,-2.0
Portugal,Bragança District,Total,2020-02-22,53.0,19.0,,,-1.0,
Portugal,Bragança District,Total,2020-02-23,87.0,22.0,,,2.0,
Portugal,Bragança District,Total,2020-02-24,48.0,26.0,,,-25.0,1.0
Portugal,Bragança District,Total,2020-02-25,19.0,0.0,,,-58.0,8.0
Portugal,Bragança District,Total,2020-02-26,1.0,4.0,,,-19.0,1.0
Portugal,Bragança District,Total,2020-02-27,2.0,2.0,,,-1.0,0.0
Portugal,Bragança District,Total,2020-02-28,-1.0,3.0,24.0,,-2.0,-1.0
Portugal,Bragança District,Total,2020-02-29,6.0,5.0,35.0,,-4.0,
Portugal,Bragança District,Total,2020-03-01,6.0,1.0,26.0,,-3.0,
Portugal,Bragança District,Total,2020-03-02,5.0,8.0,,,2.0,0.0
Portugal,Bragança District,Total,2020-03-03,2.0,5.0,,,1.0,0.0
Portugal,Bragança District,Total,2020-03-04,2.0,2.0,,,1.0,0.0
Portugal,Bragança District,Total,2020-03-05,-2.0,2.0,,,2.0,0.0
Portugal,Bragança District,Total,2020-03-06,-2.0,1.0,40.0,,-1.0,-1.0
Portugal,Bragança District,Total,2020-03-07,11.0,6.0,,,-2.0,
Portugal,Bragança District,Total,2020-03-08,25.0,10.0,,,4.0,
Portugal,Bragança District,Total,2020-03-09,3.0,9.0,,,0.0,-1.0
Portugal,Bragança District,Total,2020-03-10,4.0,12.0,,,0.0,-1.0
Portugal,Bragança District,Total,2020-03-11,3.0,11.0,,,0.0,0.0
Portugal,Bragança District,Total,2020-03-12,-4.0,17.0,,,-2.0,1.0
Portugal,Bragança District,Total,2020-03-13,-19.0,16.0,0.0,-12.0,-7.0,3.0
Portugal,Bragança District,Total,2020-03-14,-40.0,-7.0,-9.0,,-21.0,
Portugal,Bragança District,Total,2020-03-15,-59.0,-30.0,-36.0,,-31.0,
Portugal,Bragança District,Total,2020-03-16,-52.0,-12.0,-34.0,-47.0,-43.0,17.0
Portugal,Bragança District,Total,2020-03-17,-59.0,-25.0,-33.0,-59.0,-50.0,19.0
Portugal,Bragança District,Total,2020-03-18,-61.0,-28.0,-27.0,-47.0,-53.0,18.0
Portugal,Bragança District,Total,2020-03-19,-70.0,-45.0,-40.0,-61.0,-58.0,
Portugal,Bragança District,Total,2020-03-20,-79.0,-51.0,-62.0,-70.0,-60.0,
Portugal,Bragança District,Total,2020-03-21,-85.0,-52.0,-65.0,-71.0,-55.0,
Portugal,Bragança District,Total,2020-03-22,-88.0,-65.0,-62.0,-78.0,-52.0,
Portugal,Bragança District,Total,2020-03-23,-76.0,-49.0,-48.0,-69.0,-63.0,
Portugal,Bragança District,Total,2020-03-24,-79.0,-47.0,-47.0,-72.0,-64.0,
Portugal,Bragança District,Total,2020-03-25,-79.0,-50.0,-42.0,-67.0,-65.0,
Portugal,Bragança District,Total,2020-03-26,-80.0,-52.0,-47.0,-71.0,-65.0,
Portugal,Bragança District,Total,2020-03-27,-79.0,-51.0,-51.0,-74.0,-64.0,
Portugal,Bragança District,Total,2020-03-28,-83.0,-52.0,-56.0,-74.0,-53.0,
Portugal,Bragança District,Total,2020-03-29,-85.0,-66.0,-57.0,-78.0,-52.0,
Portugal,Bragança District,Total,2020-03-30,-79.0,-51.0,-55.0,-69.0,-64.0,
Portugal,Bragança District,Total,2020-03-31,-81.0,-48.0,-60.0,-74.0,-65.0,
Portugal,Bragança District,Total,2020-04-01,-77.0,-47.0,-49.0,-61.0,-64.0,
Portugal,Bragança District,Total,2020-04-02,-77.0,-45.0,-56.0,-71.0,-65.0,
Portugal,Bragança District,Total,2020-04-03,-78.0,-47.0,-51.0,-70.0,-64.0,
Portugal,Bragança District,Total,2020-04-04,-81.0,-48.0,-54.0,-68.0,-54.0,
Portugal,Bragança District,Total,2020-04-05,-88.0,-64.0,-81.0,,-56.0,
Portugal,Bragança District,Total,2020-04-06,-75.0,-40.0,-50.0,-69.0,-65.0,
Portugal,Bragança District,Total,2020-04-07,-72.0,-35.0,-35.0,-67.0,-63.0,
Portugal,Bragança District,Total,2020-04-08,-71.0,-36.0,-36.0,-58.0,-63.0,
Portugal,Bragança District,Total,2020-04-09,-78.0,-38.0,-51.0,-71.0,-68.0,
Portugal,Bragança District,Total,2020-04-10,-88.0,-65.0,-67.0,-81.0,-82.0,
Portugal,Bragança District,Total,2020-04-11,-79.0,-47.0,-50.0,-65.0,-54.0,
Portugal,Bragança District,Total,2020-04-12,-87.0,-89.0,-59.0,,-49.0,
Portugal,Bragança District,Total,2020-04-13,-79.0,-52.0,-50.0,-72.0,-71.0,
Portugal,Bragança District,Total,2020-04-14,-73.0,-38.0,-40.0,-67.0,-62.0,
Portugal,Bragança District,Total,2020-04-15,-76.0,-45.0,-51.0,-64.0,-63.0,
Portugal,Bragança District,Total,2020-04-16,-77.0,-43.0,-49.0,-71.0,-62.0,
Portugal,Bragança District,Total,2020-04-17,-73.0,-44.0,-53.0,-70.0,-60.0,
Portugal,Bragança District,Total,2020-04-18,-75.0,-43.0,-38.0,-66.0,-48.0,
Portugal,Bragança District,Total,2020-04-19,-83.0,-57.0,-44.0,,-44.0,
Portugal,Bragança District,Total,2020-04-20,-71.0,-41.0,-45.0,-61.0,-59.0,
Portugal,Bragança District,Total,2020-04-21,-71.0,-39.0,-38.0,-67.0,-60.0,
Portugal,Bragança District,Total,2020-04-22,-69.0,-41.0,-31.0,-62.0,-59.0,22.0
Portugal,Bragança District,Total,2020-04-23,-70.0,-40.0,-26.0,-59.0,-59.0,
Portugal,Bragança District,Total,2020-04-24,-71.0,-43.0,-34.0,-63.0,-58.0,
Portugal,Bragança District,Total,2020-04-25,-76.0,-45.0,-41.0,,-52.0,
Portugal,Bragança District,Total,2020-04-26,-78.0,-52.0,-46.0,,-44.0,
Portugal,Bragança District,Total,2020-04-27,-68.0,-39.0,-44.0,-62.0,-57.0,23.0
Portugal,Bragança District,Total,2020-04-28,-67.0,-34.0,-31.0,-62.0,-57.0,21.0
Portugal,Bragança District,Total,2020-04-29,-69.0,-34.0,-39.0,-58.0,-58.0,23.0
Portugal,Bragança District,Total,2020-04-30,-69.0,-24.0,-39.0,-55.0,-58.0,
Portugal,Bragança District,Total,2020-05-01,-84.0,-59.0,-52.0,-76.0,-77.0,
Portugal,Bragança District,Total,2020-05-02,-73.0,-36.0,-29.0,,-43.0,
Portugal,Bragança District,Total,2020-05-03,-75.0,-47.0,-10.0,,-35.0,
Portugal,Bragança District,Total,2020-05-04,-64.0,-28.0,-23.0,-50.0,-50.0,18.0
Portugal,Bragança District,Total,2020-05-05,-62.0,-28.0,-4.0,-47.0,-50.0,18.0
Portugal,Bragança District,Total,2020-05-06,-61.0,-27.0,-3.0,-43.0,-49.0,17.0
Portugal,Bragança District,Total,2020-05-07,-62.0,-24.0,-1.0,-43.0,-48.0,19.0
Portugal,Castelo Branco District,Total,2020-02-15,4.0,-1.0,34.0,-11.0,-1.0,-1.0
Portugal,Castelo Branco District,Total,2020-02-16,7.0,5.0,23.0,4.0,-3.0,
Portugal,Castelo Branco District,Total,2020-02-17,7.0,5.0,5.0,2.0,4.0,0.0
Portugal,Castelo Branco District,Total,2020-02-18,6.0,3.0,21.0,2.0,3.0,-1.0
Portugal,Castelo Branco District,Total,2020-02-19,8.0,2.0,28.0,2.0,3.0,-2.0
Portugal,Castelo Branco District,Total,2020-02-20,6.0,3.0,25.0,13.0,2.0,-2.0
Portugal,Castelo Branco District,Total,2020-02-21,11.0,7.0,51.0,61.0,1.0,-2.0
Portugal,Castelo Branco District,Total,2020-02-22,11.0,11.0,57.0,2.0,-2.0,-3.0
Portugal,Castelo Branco District,Total,2020-02-23,25.0,17.0,106.0,,3.0,-4.0
Portugal,Castelo Branco District,Total,2020-02-24,35.0,28.0,,-11.0,-27.0,2.0
Portugal,Castelo Branco District,Total,2020-02-25,6.0,0.0,61.0,2.0,-63.0,12.0
Portugal,Castelo Branco District,Total,2020-02-26,5.0,3.0,34.0,0.0,-13.0,1.0
Portugal,Castelo Branco District,Total,2020-02-27,2.0,8.0,33.0,2.0,1.0,-1.0
Portugal,Castelo Branco District,Total,2020-02-28,5.0,8.0,42.0,18.0,2.0,-1.0
Portugal,Castelo Branco District,Total,2020-02-29,3.0,7.0,16.0,-13.0,-4.0,1.0
Portugal,Castelo Branco District,Total,2020-03-01,-6.0,4.0,-11.0,9.0,-5.0,
Portugal,Castelo Branco District,Total,2020-03-02,3.0,9.0,2.0,4.0,3.0,1.0
Portugal,Castelo Branco District,Total,2020-03-03,3.0,7.0,13.0,4.0,3.0,0.0
Portugal,Castelo Branco District,Total,2020-03-04,6.0,7.0,10.0,4.0,4.0,-1.0
Portugal,Castelo Branco District,Total,2020-03-05,4.0,11.0,10.0,6.0,3.0,-1.0
Portugal,Castelo Branco District,Total,2020-03-06,4.0,5.0,28.0,14.0,3.0,0.0
Portugal,Castelo Branco District,Total,2020-03-07,5.0,6.0,29.0,-7.0,3.0,-1.0
Portugal,Castelo Branco District,Total,2020-03-08,5.0,12.0,15.0,7.0,2.0,
Portugal,Castelo Branco District,Total,2020-03-09,5.0,12.0,23.0,2.0,3.0,0.0
Portugal,Castelo Branco District,Total,2020-03-10,6.0,17.0,42.0,2.0,3.0,-1.0
Portugal,Castelo Branco District,Total,2020-03-11,6.0,24.0,24.0,4.0,3.0,0.0
Portugal,Castelo Branco District,Total,2020-03-12,1.0,28.0,26.0,2.0,-2.0,1.0
Portugal,Castelo Branco District,Total,2020-03-13,-18.0,28.0,4.0,-9.0,-4.0,5.0
Portugal,Castelo Branco District,Total,2020-03-14,-40.0,-6.0,-26.0,-27.0,-13.0,8.0
Portugal,Castelo Branco District,Total,2020-03-15,-55.0,-25.0,-44.0,-46.0,-23.0,
Portugal,Castelo Branco District,Total,2020-03-16,-45.0,-17.0,-39.0,-44.0,-36.0,18.0
Portugal,Castelo Branco District,Total,2020-03-17,-46.0,-16.0,-32.0,-48.0,-42.0,19.0
Portugal,Castelo Branco District,Total,2020-03-18,-50.0,-15.0,-41.0,-54.0,-44.0,19.0
Portugal,Castelo Branco District,Total,2020-03-19,-61.0,-35.0,-51.0,-61.0,-51.0,23.0
Portugal,Castelo Branco District,Total,2020-03-20,-75.0,-46.0,-63.0,-77.0,-55.0,32.0
Portugal,Castelo Branco District,Total,2020-03-21,-79.0,-48.0,-66.0,-67.0,-51.0,
Portugal,Castelo Branco District,Total,2020-03-22,-81.0,-58.0,-64.0,-74.0,-49.0,
Portugal,Castelo Branco District,Total,2020-03-23,-71.0,-40.0,-55.0,-75.0,-56.0,27.0
Portugal,Castelo Branco District,Total,2020-03-24,-70.0,-39.0,-47.0,-67.0,-58.0,26.0
Portugal,Castelo Branco District,Total,2020-03-25,-72.0,-42.0,-53.0,-69.0,-59.0,27.0
Portugal,Castelo Branco District,Total,2020-03-26,-72.0,-41.0,-52.0,-70.0,-60.0,27.0
Portugal,Castelo Branco District,Total,2020-03-27,-73.0,-39.0,-56.0,-77.0,-57.0,31.0
Portugal,Castelo Branco District,Total,2020-03-28,-77.0,-47.0,-65.0,-69.0,-50.0,
Portugal,Castelo Branco District,Total,2020-03-29,-81.0,-61.0,-65.0,-76.0,-48.0,
Portugal,Castelo Branco District,Total,2020-03-30,-72.0,-45.0,-67.0,-74.0,-58.0,28.0
Portugal,Castelo Branco District,Total,2020-03-31,-71.0,-40.0,-61.0,-79.0,-60.0,29.0
Portugal,Castelo Branco District,Total,2020-04-01,-69.0,-37.0,-57.0,-73.0,-60.0,28.0
Portugal,Castelo Branco District,Total,2020-04-02,-68.0,-36.0,-55.0,-69.0,-59.0,27.0
Portugal,Castelo Branco District,Total,2020-04-03,-70.0,-37.0,-51.0,-74.0,-58.0,30.0
Portugal,Castelo Branco District,Total,2020-04-04,-75.0,-46.0,-69.0,-80.0,-50.0,
Portugal,Castelo Branco District,Total,2020-04-05,-83.0,-67.0,-84.0,-86.0,-53.0,
Portugal,Castelo Branco District,Total,2020-04-06,-68.0,-39.0,-65.0,-74.0,-61.0,29.0
Portugal,Castelo Branco District,Total,2020-04-07,-65.0,-28.0,-48.0,-67.0,-61.0,27.0
Portugal,Castelo Branco District,Total,2020-04-08,-64.0,-25.0,-49.0,-67.0,-60.0,25.0
Portugal,Castelo Branco District,Total,2020-04-09,-69.0,-27.0,-59.0,-78.0,-67.0,29.0
Portugal,Castelo Branco District,Total,2020-04-10,-81.0,-56.0,-62.0,-85.0,-82.0,
Portugal,Castelo Branco District,Total,2020-04-11,-76.0,-42.0,-66.0,-73.0,-52.0,
Portugal,Castelo Branco District,Total,2020-04-12,-86.0,-87.0,-71.0,-80.0,-52.0,
Portugal,Castelo Branco District,Total,2020-04-13,-70.0,-39.0,-56.0,-79.0,-66.0,31.0
Portugal,Castelo Branco District,Total,2020-04-14,-63.0,-28.0,-42.0,-60.0,-58.0,26.0
Portugal,Castelo Branco District,Total,2020-04-15,-68.0,-38.0,-60.0,-73.0,-59.0,28.0
Portugal,Castelo Branco District,Total,2020-04-16,-68.0,-31.0,-58.0,-72.0,-60.0,28.0
Portugal,Castelo Branco District,Total,2020-04-17,-66.0,-27.0,-56.0,-74.0,-56.0,30.0
Portugal,Castelo Branco District,Total,2020-04-18,-70.0,-41.0,-54.0,-67.0,-45.0,
Portugal,Castelo Branco District,Total,2020-04-19,-74.0,-53.0,-53.0,-76.0,-43.0,
Portugal,Castelo Branco District,Total,2020-04-20,-65.0,-43.0,-57.0,-70.0,-57.0,27.0
Portugal,Castelo Branco District,Total,2020-04-21,-62.0,-35.0,-41.0,-63.0,-57.0,25.0
Portugal,Castelo Branco District,Total,2020-04-22,-63.0,-39.0,-41.0,-66.0,-56.0,24.0
Portugal,Castelo Branco District,Total,2020-04-23,-62.0,-34.0,-36.0,-63.0,-56.0,24.0
Portugal,Castelo Branco District,Total,2020-04-24,-65.0,-31.0,-48.0,-68.0,-54.0,27.0
Portugal,Castelo Branco District,Total,2020-04-25,-70.0,-42.0,-56.0,-68.0,-47.0,
Portugal,Castelo Branco District,Total,2020-04-26,-73.0,-48.0,-59.0,-74.0,-41.0,
Portugal,Castelo Branco District,Total,2020-04-27,-60.0,-31.0,-49.0,-66.0,-55.0,25.0
Portugal,Castelo Branco District,Total,2020-04-28,-62.0,-34.0,-36.0,-67.0,-60.0,24.0
Portugal,Castelo Branco District,Total,2020-04-29,-60.0,-30.0,-47.0,-61.0,-53.0,24.0
Portugal,Castelo Branco District,Total,2020-04-30,-57.0,-15.0,-33.0,-55.0,-54.0,22.0
Portugal,Castelo Branco District,Total,2020-05-01,-74.0,-47.0,-39.0,-78.0,-77.0,
Portugal,Castelo Branco District,Total,2020-05-02,-66.0,-28.0,-37.0,-62.0,-39.0,
Portugal,Castelo Branco District,Total,2020-05-03,-67.0,-38.0,-23.0,-64.0,-31.0,
Portugal,Castelo Branco District,Total,2020-05-04,-54.0,-23.0,-29.0,-56.0,-48.0,22.0
Portugal,Castelo Branco District,Total,2020-05-05,-53.0,-22.0,-13.0,-49.0,-47.0,21.0
Portugal,Castelo Branco District,Total,2020-05-06,-53.0,-19.0,-10.0,-50.0,-47.0,19.0
Portugal,Castelo Branco District,Total,2020-05-07,-51.0,-16.0,-8.0,-45.0,-47.0,20.0
Portugal,Coimbra District,Total,2020-02-15,6.0,1.0,-11.0,33.0,0.0,-1.0
Portugal,Coimbra District,Total,2020-02-16,-3.0,3.0,-35.0,53.0,2.0,0.0
Portugal,Coimbra District,Total,2020-02-17,2.0,4.0,-53.0,19.0,3.0,0.0
Portugal,Coimbra District,Total,2020-02-18,5.0,3.0,-46.0,24.0,4.0,-1.0
Portugal,Coimbra District,Total,2020-02-19,5.0,2.0,-41.0,7.0,3.0,-2.0
Portugal,Coimbra District,Total,2020-02-20,6.0,2.0,-25.0,4.0,2.0,-2.0
Portugal,Coimbra District,Total,2020-02-21,5.0,5.0,25.0,64.0,1.0,-2.0
Portugal,Coimbra District,Total,2020-02-22,6.0,7.0,39.0,50.0,-1.0,-2.0
Portugal,Coimbra District,Total,2020-02-23,9.0,9.0,58.0,42.0,0.0,-4.0
Portugal,Coimbra District,Total,2020-02-24,20.0,14.0,36.0,22.0,-26.0,3.0
Portugal,Coimbra District,Total,2020-02-25,-1.0,-5.0,-19.0,8.0,-65.0,17.0
Portugal,Coimbra District,Total,2020-02-26,2.0,5.0,22.0,13.0,-14.0,2.0
Portugal,Coimbra District,Total,2020-02-27,4.0,5.0,32.0,4.0,1.0,-1.0
Portugal,Coimbra District,Total,2020-02-28,1.0,5.0,16.0,45.0,1.0,-1.0
Portugal,Coimbra District,Total,2020-02-29,-2.0,6.0,-9.0,22.0,1.0,1.0
Portugal,Coimbra District,Total,2020-03-01,-12.0,-5.0,-39.0,38.0,-2.0,3.0
Portugal,Coimbra District,Total,2020-03-02,3.0,7.0,13.0,18.0,4.0,0.0
Portugal,Coimbra District,Total,2020-03-03,0.0,7.0,15.0,16.0,3.0,0.0
Portugal,Coimbra District,Total,2020-03-04,3.0,6.0,16.0,0.0,2.0,-1.0
Portugal,Coimbra District,Total,2020-03-05,4.0,9.0,22.0,-1.0,3.0,-1.0
Portugal,Coimbra District,Total,2020-03-06,0.0,5.0,10.0,47.0,2.0,0.0
Portugal,Coimbra District,Total,2020-03-07,5.0,1.0,25.0,24.0,2.0,-1.0
Portugal,Coimbra District,Total,2020-03-08,0.0,1.0,-9.0,44.0,2.0,0.0
Portugal,Coimbra District,Total,2020-03-09,3.0,10.0,17.0,23.0,3.0,0.0
Portugal,Coimbra District,Total,2020-03-10,2.0,16.0,-1.0,29.0,1.0,1.0
Portugal,Coimbra District,Total,2020-03-11,-1.0,26.0,-9.0,4.0,-1.0,1.0
Portugal,Coimbra District,Total,2020-03-12,-11.0,29.0,-18.0,-11.0,-3.0,3.0
Portugal,Coimbra District,Total,2020-03-13,-29.0,20.0,-36.0,-1.0,-9.0,9.0
Portugal,Coimbra District,Total,2020-03-14,-49.0,-6.0,-43.0,-27.0,-16.0,13.0
Portugal,Coimbra District,Total,2020-03-15,-65.0,-35.0,-67.0,-45.0,-23.0,16.0
Portugal,Coimbra District,Total,2020-03-16,-51.0,-12.0,-58.0,-40.0,-39.0,21.0
Portugal,Coimbra District,Total,2020-03-17,-55.0,-18.0,-56.0,-42.0,-45.0,23.0
Portugal,Coimbra District,Total,2020-03-18,-55.0,-16.0,-58.0,-53.0,-48.0,23.0
Portugal,Coimbra District,Total,2020-03-19,-67.0,-35.0,-66.0,-68.0,-54.0,28.0
Portugal,Coimbra District,Total,2020-03-20,-78.0,-44.0,-78.0,-69.0,-58.0,37.0
Portugal,Coimbra District,Total,2020-03-21,-79.0,-44.0,-74.0,-72.0,-52.0,25.0
Portugal,Coimbra District,Total,2020-03-22,-82.0,-58.0,-72.0,-74.0,-46.0,22.0
Portugal,Coimbra District,Total,2020-03-23,-72.0,-40.0,-71.0,-69.0,-59.0,31.0
Portugal,Coimbra District,Total,2020-03-24,-73.0,-41.0,-70.0,-67.0,-60.0,32.0
Portugal,Coimbra District,Total,2020-03-25,-74.0,-41.0,-72.0,-73.0,-60.0,31.0
Portugal,Coimbra District,Total,2020-03-26,-73.0,-43.0,-71.0,-76.0,-61.0,32.0
Portugal,Coimbra District,Total,2020-03-27,-75.0,-39.0,-71.0,-71.0,-60.0,37.0
Portugal,Coimbra District,Total,2020-03-28,-79.0,-46.0,-76.0,-72.0,-51.0,24.0
Portugal,Coimbra District,Total,2020-03-29,-83.0,-61.0,-80.0,-77.0,-48.0,23.0
Portugal,Coimbra District,Total,2020-03-30,-74.0,-43.0,-76.0,-71.0,-60.0,32.0
Portugal,Coimbra District,Total,2020-03-31,-73.0,-38.0,-77.0,-69.0,-61.0,33.0
Portugal,Coimbra District,Total,2020-04-01,-73.0,-39.0,-76.0,-76.0,-61.0,32.0
Portugal,Coimbra District,Total,2020-04-02,-70.0,-36.0,-67.0,-77.0,-61.0,32.0
Portugal,Coimbra District,Total,2020-04-03,-72.0,-36.0,-71.0,-71.0,-61.0,36.0
Portugal,Coimbra District,Total,2020-04-04,-78.0,-42.0,-77.0,-74.0,-52.0,24.0
Portugal,Coimbra District,Total,2020-04-05,-84.0,-61.0,-87.0,-81.0,-50.0,24.0
Portugal,Coimbra District,Total,2020-04-06,-70.0,-37.0,-76.0,-72.0,-60.0,32.0
Portugal,Coimbra District,Total,2020-04-07,-68.0,-30.0,-81.0,-66.0,-61.0,31.0
Portugal,Coimbra District,Total,2020-04-08,-66.0,-23.0,-82.0,-72.0,-60.0,29.0
Portugal,Coimbra District,Total,2020-04-09,-70.0,-25.0,-84.0,-77.0,-66.0,33.0
Portugal,Coimbra District,Total,2020-04-10,-81.0,-49.0,-87.0,-87.0,-82.0,48.0
Portugal,Coimbra District,Total,2020-04-11,-77.0,-39.0,-83.0,-78.0,-54.0,26.0
Portugal,Coimbra District,Total,2020-04-12,-86.0,-86.0,-84.0,-82.0,-53.0,24.0
Portugal,Coimbra District,Total,2020-04-13,-74.0,-46.0,-86.0,-79.0,-69.0,36.0
Portugal,Coimbra District,Total,2020-04-14,-66.0,-33.0,-79.0,-64.0,-60.0,30.0
Portugal,Coimbra District,Total,2020-04-15,-69.0,-37.0,-83.0,-72.0,-60.0,31.0
Portugal,Coimbra District,Total,2020-04-16,-68.0,-34.0,-82.0,-74.0,-60.0,32.0
Portugal,Coimbra District,Total,2020-04-17,-68.0,-31.0,-78.0,-70.0,-59.0,35.0
Portugal,Coimbra District,Total,2020-04-18,-72.0,-41.0,-72.0,-67.0,-45.0,22.0
Portugal,Coimbra District,Total,2020-04-19,-77.0,-56.0,-75.0,-73.0,-44.0,20.0
Portugal,Coimbra District,Total,2020-04-20,-68.0,-44.0,-83.0,-68.0,-57.0,31.0
Portugal,Coimbra District,Total,2020-04-21,-66.0,-38.0,-79.0,-63.0,-57.0,30.0
Portugal,Coimbra District,Total,2020-04-22,-67.0,-42.0,-79.0,-70.0,-58.0,29.0
Portugal,Coimbra District,Total,2020-04-23,-66.0,-40.0,-73.0,-72.0,-58.0,29.0
Portugal,Coimbra District,Total,2020-04-24,-68.0,-38.0,-78.0,-67.0,-56.0,33.0
Portugal,Coimbra District,Total,2020-04-25,-73.0,-42.0,-76.0,-71.0,-48.0,22.0
Portugal,Coimbra District,Total,2020-04-26,-76.0,-52.0,-76.0,-73.0,-43.0,20.0
Portugal,Coimbra District,Total,2020-04-27,-64.0,-39.0,-78.0,-67.0,-55.0,29.0
Portugal,Coimbra District,Total,2020-04-28,-64.0,-36.0,-75.0,-64.0,-56.0,26.0
Portugal,Coimbra District,Total,2020-04-29,-64.0,-35.0,-76.0,-68.0,-55.0,28.0
Portugal,Coimbra District,Total,2020-04-30,-61.0,-24.0,-59.0,-65.0,-55.0,26.0
Portugal,Coimbra District,Total,2020-05-01,-78.0,-50.0,-78.0,-84.0,-79.0,44.0
Portugal,Coimbra District,Total,2020-05-02,-71.0,-35.0,-57.0,-66.0,-42.0,21.0
Portugal,Coimbra District,Total,2020-05-03,-73.0,-47.0,-50.0,-65.0,-34.0,17.0
Portugal,Coimbra District,Total,2020-05-04,-58.0,-31.0,-57.0,-51.0,-50.0,24.0
Portugal,Coimbra District,Total,2020-05-05,-58.0,-29.0,-51.0,-49.0,-49.0,24.0
Portugal,Coimbra District,Total,2020-05-06,-56.0,-25.0,-44.0,-56.0,-49.0,23.0
Portugal,Coimbra District,Total,2020-05-07,-56.0,-26.0,-39.0,-59.0,-48.0,23.0
Portugal,Faro District,Total,2020-02-15,10.0,4.0,47.0,24.0,6.0,-1.0
Portugal,Faro District,Total,2020-02-16,12.0,5.0,53.0,21.0,4.0,-1.0
Portugal,Faro District,Total,2020-02-17,7.0,2.0,16.0,15.0,4.0,0.0
Portugal,Faro District,Total,2020-02-18,8.0,0.0,27.0,22.0,4.0,-1.0
Portugal,Faro District,Total,2020-02-19,7.0,2.0,30.0,20.0,6.0,-1.0
Portugal,Faro District,Total,2020-02-20,9.0,-2.0,32.0,24.0,3.0,-1.0
Portugal,Faro District,Total,2020-02-21,12.0,8.0,44.0,23.0,4.0,-3.0
